,Niveau 1,Niveau 2,Niveau 3,Niveau 4,NAC
698,Contentieux civils et sociaux,Siège spécialisé,3. JCP,3.2. Protection des majeurs,17F
699,Contentieux civils et sociaux,Siège spécialisé,3. JCP,3.2. Protection des majeurs,17I
700,Contentieux civils et sociaux,Siège spécialisé,3. JCP,3.2. Protection des majeurs,17J
701,Contentieux civils et sociaux,Siège spécialisé,3. JCP,3.2. Protection des majeurs,17K
702,Contentieux civils et sociaux,Siège spécialisé,3. JCP,3.2. Protection des majeurs,17L
703,Contentieux civils et sociaux,Siège spécialisé,3. JCP,3.2. Protection des majeurs,17M
704,Contentieux civils et sociaux,Siège spécialisé,3. JCP,3.2. Protection des majeurs,17N
705,Contentieux civils et sociaux,Siège spécialisé,3. JCP,3.2. Protection des majeurs,17R
706,Contentieux civils et sociaux,Siège spécialisé,3. JCP,3.2. Protection des majeurs,17S
707,Contentieux civils et sociaux,Siège spécialisé,3. JCP,3.2. Protection des majeurs,17T
708,Contentieux civils et sociaux,Siège spécialisé,3. JCP,3.2. Protection des majeurs,17X
709,Contentieux civils et sociaux,Siège spécialisé,3. JCP,3.2. Protection des majeurs,18A
710,Contentieux civils et sociaux,Siège spécialisé,3. JCP,3.2. Protection des majeurs,18B
711,Contentieux civils et sociaux,Siège spécialisé,3. JCP,3.2. Protection des majeurs,18C
712,Contentieux civils et sociaux,Siège spécialisé,3. JCP,3.2. Protection des majeurs,18E
713,Contentieux civils et sociaux,Siège spécialisé,3. JCP,3.2. Protection des majeurs,18F
714,Contentieux civils et sociaux,Siège spécialisé,3. JCP,3.2. Protection des majeurs,18G
715,Contentieux civils et sociaux,Siège spécialisé,3. JCP,3.2. Protection des majeurs,18X
716,Contentieux civils et sociaux,Siège spécialisé,3. JCP,3.2. Protection des majeurs,18Z
717,Contentieux civils et sociaux,Siège spécialisé,3. JCP,3.2. Protection des majeurs,16O
718,Contentieux civils et sociaux,Siège spécialisé,3. JCP,3.2. Protection des majeurs,16R
719,Contentieux civils et sociaux,Siège spécialisé,3. JCP,3.2. Protection des majeurs,16S
720,Contentieux civils et sociaux,Siège spécialisé,3. JCP,3.2. Protection des majeurs,17O
721,Contentieux civils et sociaux,Siège spécialisé,3. JCP,3.2. Protection des majeurs,17P
722,Contentieux civils et sociaux,Siège spécialisé,3. JCP,3.2. Protection des majeurs,17Q
723,Contentieux civils et sociaux,Siège spécialisé,3. JCP,3.2. Protection des majeurs,18H
724,Contentieux civils et sociaux,Siège spécialisé,3. JCP,3.3. Surendettement des particuliers,48C
725,Contentieux civils et sociaux,Siège spécialisé,3. JCP,3.3. Surendettement des particuliers,48F
726,Contentieux civils et sociaux,Siège spécialisé,3. JCP,3.3. Surendettement des particuliers,48M
727,Contentieux civils et sociaux,Siège spécialisé,3. JCP,3.3. Surendettement des particuliers,48O
728,Contentieux civils et sociaux,Siège spécialisé,3. JCP,3.3. Surendettement des particuliers,48P
729,Contentieux civils et sociaux,Siège spécialisé,3. JCP,3.3. Surendettement des particuliers,48Q
730,Contentieux civils et sociaux,Siège spécialisé,3. JCP,3.3. Surendettement des particuliers,48A
731,Contentieux civils et sociaux,Siège spécialisé,3. JCP,3.3. Surendettement des particuliers,48B
732,Contentieux civils et sociaux,Siège spécialisé,3. JCP,3.3. Surendettement des particuliers,48D
733,Contentieux civils et sociaux,Siège spécialisé,3. JCP,3.3. Surendettement des particuliers,48E
734,Contentieux civils et sociaux,Siège spécialisé,3. JCP,3.3. Surendettement des particuliers,48H
735,Contentieux civils et sociaux,Siège spécialisé,3. JCP,3.3. Surendettement des particuliers,48J
736,Contentieux civils et sociaux,Siège spécialisé,3. JCP,3.3. Surendettement des particuliers,48L
737,Contentieux civils et sociaux,Siège spécialisé,3. JCP,3.3. Surendettement des particuliers,48N
738,Contentieux civils et sociaux,Siège spécialisé,3. JCP,3.3. Surendettement des particuliers,48X
740,Contentieux civils et sociaux,Siège spécialisé,3. JCP,3.3. Surendettement des particuliers,48G
742,Contentieux civils et sociaux,Siège spécialisé,3. JCP,3.3. Surendettement des particuliers,48K
743,Contentieux civils et sociaux,Siège spécialisé,3. JCP,3.3. Surendettement des particuliers,48R
758,Contentieux civils et sociaux,Siège spécialisé,3. JCP,3.4. Hors surendettement,53A
759,Contentieux civils et sociaux,Siège spécialisé,3. JCP,3.4. Hors surendettement,53B
760,Contentieux civils et sociaux,Siège spécialisé,3. JCP,3.4. Hors surendettement,53D
761,Contentieux civils et sociaux,Siège spécialisé,3. JCP,3.4. Hors surendettement,53E
762,Contentieux civils et sociaux,Siège spécialisé,3. JCP,3.4. Hors surendettement,53F
763,Contentieux civils et sociaux,Siège spécialisé,3. JCP,3.4. Hors surendettement,53H
764,Contentieux civils et sociaux,Siège spécialisé,3. JCP,3.4. Hors surendettement,53I
765,Contentieux civils et sociaux,Siège spécialisé,3. JCP,3.4. Hors surendettement,53J
766,Contentieux civils et sociaux,Siège spécialisé,3. JCP,3.4. Hors surendettement,53L
767,Contentieux civils et sociaux,Siège spécialisé,3. JCP,3.4. Hors surendettement,52A
768,Contentieux civils et sociaux,Siège spécialisé,3. JCP,3.4. Hors surendettement,52B
769,Contentieux civils et sociaux,Siège spécialisé,3. JCP,3.4. Hors surendettement,52C
770,Contentieux civils et sociaux,Siège spécialisé,3. JCP,3.4. Hors surendettement,52D
771,Contentieux civils et sociaux,Siège spécialisé,3. JCP,3.4. Hors surendettement,52E
772,Contentieux civils et sociaux,Siège spécialisé,3. JCP,3.4. Hors surendettement,52F
773,Contentieux civils et sociaux,Siège spécialisé,3. JCP,3.4. Hors surendettement,52G
774,Contentieux civils et sociaux,Siège spécialisé,3. JCP,3.4. Hors surendettement,52Z
777,Contentieux civils et sociaux,Siège spécialisé,5. JLD civil,5.1. Rétention des étrangers,14G
778,Contentieux civils et sociaux,Siège spécialisé,5. JLD civil,5.1. Rétention des étrangers,14H
779,Contentieux civils et sociaux,Siège spécialisé,5. JLD civil,5.1. Rétention des étrangers,14N
780,Contentieux civils et sociaux,Siège spécialisé,5. JLD civil,5.1. Rétention des étrangers,14Q
781,Contentieux civils et sociaux,Siège spécialisé,5. JLD civil,5.1. Rétention des étrangers,14R
782,Contentieux civils et sociaux,Siège spécialisé,5. JLD civil,5.2. Hospitalisations sous contrainte,14C
783,Contentieux civils et sociaux,Siège spécialisé,5. JLD civil,5.2. Hospitalisations sous contrainte,14I
785,Contentieux civils et sociaux,Siège spécialisé,5. JLD civil,5.2. Hospitalisations sous contrainte,14K
786,Contentieux civils et sociaux,Siège spécialisé,5. JLD civil,5.2. Hospitalisations sous contrainte,14L
788,Contentieux civils et sociaux,Siège spécialisé,5. JLD civil,5.3. Autres JLD civil,14O
789,Contentieux civils et sociaux,Siège spécialisé,5. JLD civil,5.3. Autres JLD civil,14P
790,Contentieux civils et sociaux,Siège spécialisé,5. JLD civil,5.3. Autres JLD civil,14S
791,Contentieux civils et sociaux,Siège spécialisé,5. JLD civil,5.3. Autres JLD civil,78U
794,Contentieux civils et sociaux,Siège spécialisé,6. JE,6.1. Activité civile,16A
795,Contentieux civils et sociaux,Siège spécialisé,6. JE,6.1. Activité civile,27G
796,Contentieux civils et sociaux,Siège spécialisé,6. JE,6.1. Activité civile,27H
